,0
R_8_last_minus_first,0.0028809323755406616
B_38_last_minus_mean,0.0028698170877013256
D_70_last_minus_mean,0.00285018785599128
B_36_last_minus_mean,0.002842626756569735
D_102_mean,0.0028230527028220496
D_94_last_minus_mean,0.0028163009993783183
R_17_mean,0.002806557644946788
B_26_max,0.002805988654863167
S_19_std,0.0028025022475065054
B_24_mean,0.002791239542501479
B_41_last_minus_mean,0.002785332274905738
S_25_mean,0.0027842365243478883
D_131_last_minus_mean,0.002781401749638955
D_62_last_minus_first,0.002776449889444701
S_7_last_minus_first,0.0027592924416835413
R_22_last_minus_mean,0.002754081709284342
S_6_last_minus_mean,0.0027481841852503054
S_18_mean,0.0027471361468752826
B_27_last_minus_mean,0.0027262632158218908
R_28_last_minus_mean,0.0027216396051162584
D_42_last_minus_mean,0.002718670024448154
P_4_std,0.002716323103622501
B_5_max,0.00269890251693669
P_4_mean,0.0026932332299320167
R_6_first,0.0026884950062224288
D_127_std,0.0026817718493189623
B_40_min,0.0026761396902331984
B_27_std,0.0026760429392864637
D_58_last_minus_mean,0.0026715511763602813
R_13_mean,0.0026683958445509214
B_14_first,0.0026663919054206514
D_92_mean,0.0026516075553317245
S_27_last_minus_first,0.0026508280517634274
B_6_first,0.002647990391237707
B_25_std,0.0026449856813561675
B_26_last,0.0026374908029523957
B_37_first,0.0026275030285440757
D_76_last_minus_mean,0.002619785030323562
R_23_mean,0.0026165050743196584
R_6_max,0.002615103311839262
B_30_mean,0.002614395292046703
R_19_std,0.002603939315390811
B_14_last_minus_first,0.002600576614134255
B_38_last,0.0025771137345089803
D_53_std,0.002576846701691596
R_7_mean,0.0025675755025734355
D_71_std,0.00256140334021401
S_17_last_minus_mean,0.002548613680308858
D_86_last,0.00254228287478338
B_28_first,0.002537193739590999
S_15_first,0.0025330078428456642
D_104_std,0.0025261136081328956
D_109_last_minus_mean,0.0025196352703970694
R_19_mean,0.002510316241823129
D_130_last_minus_mean,0.002501908027382976
R_3_last_minus_first,0.0025008782633537023
D_145_std,0.002500634402073444
B_8_std,0.0024989580837434947
B_28_min,0.0024940633328095476
D_81_last_minus_mean,0.002492116503843849
D_128_std,0.0024820028678991454
D_113_last_minus_mean,0.002481527193111747
D_58_last,0.0024780404384013442
B_13_last,0.0024756455913313735
R_7_last_minus_first,0.002468515139221175
B_12_last_minus_first,0.0024580799788087118
D_91_min,0.0024475171479749983
D_144_std,0.0024453962807077225
D_51_first,0.0024360487192763326
D_130_std,0.0024241310390031383
B_15_max,0.0024221470180516695
D_128_first,0.0024170956474527114
B_20_max,0.002407421926832355
B_9_first,0.002401392982155018
D_84_mean,0.002398571823445696
D_125_mean,0.0023825318989716
D_81_mean,0.002381969380136385
R_26_std,0.002367797454259269
R_12_std,0.0023638013540048424
D_133_last,0.002354748877803846
D_51_std,0.0023384966140600383
D_77_last_minus_first,0.002325804375039195
B_32_std,0.002323974598586759
R_10_mean,0.0023210333473766952
D_94_mean,0.002315497677560796
B_32_mean,0.002312724780705321
D_117_last_minus_mean,0.002311026651934854
B_14_max,0.0023042977423053694
R_12_mean,0.0023020074908490524
B_10_first,0.002280711350769874
B_14_min,0.002274585915477594
D_60_first,0.0022704089704959087
B_20_std,0.002261903399177961
D_123_last_minus_mean,0.0022375176592797892
D_65_last_minus_first,0.0022206206928264065
B_24_last,0.00222015033935324
R_18_last_minus_mean,0.002216043366335921
B_32_last_minus_mean,0.0021895582666356197
D_53_first,0.002186964381835827
R_5_mean,0.002185933882733845
R_21_mean,0.0021738190404464726
B_27_mean,0.0021664007652126825
B_6_last_minus_first,0.002158400382245855
B_15_last,0.00214383873075125
R_13_last_minus_mean,0.002141042412224397
R_14_mean,0.002137148750265385
D_86_std,0.0021300000554628933
R_23_last_minus_mean,0.0021256743926724203
D_131_first,0.002109323754034068
B_2_first,0.002098631368447665
R_26_last_minus_first,0.0020909061005148625
D_96_last_minus_first,0.0020596121072464454
R_20_mean,0.002039073034378774
D_96_std,0.0020259089417911684
P_4_first,0.002016154079840328
S_5_min,0.0020157464220849864
B_24_max,0.00201366487753429
D_143_last_minus_mean,0.0020046469540400185
D_105_last_minus_first,0.002000528353966946
B_28_max,0.001996561901911317
R_16_last,0.001995457387275787
S_20_last_minus_mean,0.001987401693394529
B_38_mean,0.0019872362243032763
B_25_min,0.0019871521004462605
D_58_last_minus_first,0.001979572253033028
B_2_max,0.001977810818690229
B_40_last_minus_first,0.001976099743730185
D_39_first,0.0019756164434228444
D_71_max,0.0019722566706446816
D_142_last_minus_mean,0.0019628798839838417
D_83_std,0.0019628002806254693
D_68_last_minus_mean,0.0019519669311644154
D_68_mean,0.001948049391918621
R_28_std,0.001947412283611794
D_113_last,0.0019356223791311216
R_18_mean,0.0019350245909847278
D_142_last_minus_first,0.0019319350333674478
S_20_std,0.0019293109079259328
D_127_last_minus_first,0.001912042038001936
D_75_first,0.0019070299620914386
D_92_std,0.0019011288870356814
D_53_min,0.0019008771173877508
D_82_std,0.0019008259106520636
B_18_last_minus_first,0.0018817640661329118
R_25_mean,0.0018749341912784705
D_58_min,0.0018665292389584917
B_38_max,0.0018659458369572053
S_26_last_minus_first,0.0018617202711801624
D_109_std,0.001860560903097086
D_75_last,0.0018435278724185486
D_131_max,0.001842418495703048
R_18_std,0.0018395490458253758
B_26_last_minus_first,0.0018386314474611036
D_140_std,0.0018381360252994572
B_41_mean,0.0018366072625140269
R_10_last_minus_first,0.0018340445476210181
S_6_std,0.001823915664333146
D_68_std,0.0018189001621526785
D_93_std,0.0018140988498856166
D_133_last_minus_first,0.0018063365645116826
D_94_std,0.0018037426232737162
D_107_last_minus_first,0.0017928615771246623
S_17_mean,0.0017905175729769714
D_92_last_minus_first,0.0017730758197216747
B_9_min,0.0017642103933854685
D_72_max,0.0017334188107766362
R_28_mean,0.0017331867586016876
B_18_first,0.0017320373851203669
R_25_last_minus_mean,0.0017149402695281295
D_143_std,0.0017063732353210708
D_122_max,0.0017051281833203654
D_122_first,0.0016872999645782712
B_36_max,0.0016862917863848118
D_122_last_minus_first,0.00168347448831496
D_69_last,0.0016784349343860288
D_70_first,0.0016689586933058226
